name,busbar,profile,pmax,pmin,vomc,inv_cost,candidate
Manso de Velasco 015 I,Concepcion500,Profile_ElPitio,8.767903126,0.0,0.0,0.0,False
Manso de Velasco 015 II,Concepcion500,Profile_ElPitio,17.53580625,0.0,0.0,0.0,False
Mantos Blancos 023 I,Kimal220,Profile_CERRODOMINADOR,17.53580625,0.0,0.0,0.0,False
Mantos Blancos 023 II,Kimal220,Profile_CERRODOMINADOR,24.93981334,0.0,0.0,0.0,False
Marbella 13.2 I,Quillota500,Profile_ElDivisadero,2.825213229,0.0,0.0,0.0,False
Marchigue 023 I,Polpaico500,Profile_Cintac,11.6905375,0.0,0.0,0.0,False
Marchigue 13.2 I,Polpaico500,Profile_PV_Polpaico500,12.17764323,0.0,0.0,0.0,False
Marchigue 13.2 II,Polpaico500,Profile_PV_Polpaico500,15.58738333,0.0,0.0,0.0,False
Mariscal 012 I,AltoJahuel500,Profile_PV_AltoJahuel500,8.767903126,0.0,0.0,0.0,False
Marquesa 023 I,NuevaPandeAzucar500,Profile_SDGx01,20.45844063,0.0,0.0,0.0,False
Maule 13.8 I,Quillota500,Profile_PV_Quillota500,4.773636146,0.0,0.0,0.0,False
Mayaca 012 I,Quillota500,Profile_ElDivisadero,4.578793854,0.0,0.0,0.0,False
Mejillones 023 I,Kimal220,Profile_CERRODOMINADOR,17.53580625,0.0,0.0,0.0,False
Melipilla 13.2 I,AltoJahuel500,Profile_ElPicurio,17.53580625,0.0,0.0,0.0,False
Minera del Carmen 220 I,NuevaPandeAzucar500,Profile_SDGx01,17.53580625,0.0,0.0,0.0,False
Miraflores 012 I,Quillota500,Profile_ElDivisadero,0.487105729,0.0,0.0,0.0,False
Molina 13.2 I,Ancoa500,Profile_Cordillerilla,20.45844063,0.0,0.0,0.0,False
Monte Patria 023 I,Quillota500,Profile_ElDivisadero,14.41832958,0.0,0.0,0.0,False
Monte Patria 13.2 I,Quillota500,Profile_ElDivisadero,5.84526875,0.0,0.0,0.0,False
Monterrico 066 I,Concepcion500,Profile_ElPitio,8.767903126,0.0,0.0,0.0,False
NUEVO_QUILLAGUA_FV,Lagunas220,Profile_FV_Kimal03,100.0,0.0,0.0,0.0,False
Nahuelbuta 13.2 I,Concepcion500,Profile_ElPitio,5.84526875,0.0,0.0,0.0,False
Nahuelbuta 13.2 II,Concepcion500,Profile_ElPitio,14.61317188,0.0,0.0,0.0,False
Nancagua 13.2 I,AltoJahuel500,Profile_ElPicurio,15.58738333,0.0,0.0,0.0,False
Negrete 023 I,Concepcion500,Profile_ElPitio,2.435528646,0.0,0.0,0.0,False
Negrete 023 II,Concepcion500,Profile_ElPitio,5.358163021,0.0,0.0,0.0,False
Negrete 023 III,Concepcion500,Profile_ElPitio,7.891112813,0.0,0.0,0.0,False
Negrete 13.2 I,Concepcion500,Profile_ElPitio,2.532949792,0.0,0.0,0.0,False
Nirivilo 023 I,Ancoa500,Profile_Cordillerilla,5.796558177,0.0,0.0,0.0,False
Ovalle 023 I,NuevaPandeAzucar500,Profile_PV_NuevaPandeAzucar500,105.0687058,0.0,0.0,0.0,False
PAMPA_SOLAR_NORTE_FV,NuevaCardones500,Profile_PampaSolarNorte,69.0,0.0,0.0,0.0,False
PAMPA_TIGRE_FV,NuevaZaldivar220,Profile_FV_Kimal03,100.0,0.0,0.0,0.0,False
PARQUE FV EL PE�ON_FV,NuevaPandeAzucar500,Profile_PV_NuevaPandeAzucar500,8.767903126,0.0,0.0,0.0,False
PAS_3_FV,NuevaPozoAlmonte220,Profile_PV_NuevaPozoAlmonte220,16.0,0.0,0.0,0.0,False
PELDEHUE SOLAR_FV,Polpaico500,Profile_Cintac,109.7,0.0,0.0,0.0,False
PELICANO_FV,NuevaMaitencillo500,Profile_ElPelicano,100.0,0.0,0.0,0.0,False
PFV CACHIYUYO_FV,NuevaMaitencillo500,Profile_ElPelicano,50.0,0.0,0.0,0.0,False
PFV GABRIELA_FV,Kimal220,Profile_FVBOLERO,220.0,0.0,0.0,0.0,False
PFV SAN JUAN_FV,Concepcion500,Profile_PV_Concepcion500,8.767903126,0.0,0.0,0.0,False
PMGD_CHICHA SOLAR_FV,Quillota500,Profile_PV_Quillota500,8.767903126,0.0,0.0,0.0,False
PMGD_GAMMA SOLAR_FV,Mulchen500,Profile_PV_Mulchen500,7.793691667,0.0,0.0,0.0,False
PMGD_LAS LOICAS_FV,Concepcion500,Profile_PV_Concepcion500,2.922634375,0.0,0.0,0.0,False
PMGD_LIMACHINO_FV,Quillota500,Profile_PV_Quillota500,8.767903126,0.0,0.0,0.0,False
PMGD_MODENA SOLAR_FV,Quillota500,Profile_PV_Quillota500,8.767903126,0.0,0.0,0.0,False
PMGD_MONZA SOLAR_FV,AltoJahuel500,Profile_PV_AltoJahuel500,6.33237448,0.0,0.0,0.0,False
PMGD_PFV PICHIRROPULLI_FV,Pichirropulli500,Profile_FV_Nuble_167,5.84526875,0.0,0.0,0.0,False
PMGD_PSF LOS MAITENES_FV,AltoJahuel500,Profile_PV_AltoJahuel500,4.871057292,0.0,0.0,0.0,False
PMGD_PSF SAN RAMON_FV,AltoJahuel500,Profile_PV_AltoJahuel500,8.767903126,0.0,0.0,0.0,False
PUNTA_DEL_VIENTO_FV,NuevaPandeAzucar500,Profile_PuntadelViento,145.0,0.0,0.0,0.0,False
Padre Hurtado 023 I,AltoJahuel500,Profile_PV_AltoJahuel500,2.727792084,0.0,0.0,0.0,False
Pajaritos 023 I,Polpaico500,Profile_Cintac,2.3381075,0.0,0.0,0.0,False
Pajonales 023 I,Concepcion500,Profile_ElPitio,1.490543531,0.0,0.0,0.0,False
Panamericana 012 I,Polpaico500,Profile_Cintac,9.352430001,0.0,0.0,0.0,False
Panguilemo 015 I,Ancoa500,Profile_PV_Ancoa500,11.10601063,0.0,0.0,0.0,False
Paniahue 13.2 I,AltoJahuel500,Profile_PV_AltoJahuel500,21.0429675,0.0,0.0,0.0,False
Panimavida 13.8 I,Ancoa500,Profile_Cordillerilla,14.80801417,0.0,0.0,0.0,False
Panquehue 012 I,Quillota500,Profile_PV_Quillota500,8.767903126,0.0,0.0,0.0,False
Paranal 066 I,Cumbre500,Profile_CarreraPinto,8.767903126,0.0,0.0,0.0,False
Parinacota 220 I,Parinacota220,Profile_PV_Parinacota220,2.825213229,0.0,0.0,0.0,False
Parral 13.8 I,Ancoa500,Profile_Cordillerilla,25.7191825,0.0,0.0,0.0,False
Parral 13.8 II,Ancoa500,Profile_Cordillerilla,28.64181688,0.0,0.0,0.0,False
Parronal 13.2 I,AltoJahuel500,Profile_ElPicurio,2.825213229,0.0,0.0,0.0,False
Parronal 13.2 II,AltoJahuel500,Profile_ElPicurio,5.747847605,0.0,0.0,0.0,False
Paso Hondo 13.2 I,Ancoa500,Profile_Cordillerilla,11.39827406,0.0,0.0,0.0,False
Pelequen 015 I,AltoJahuel500,Profile_ElPicurio,2.922634375,0.0,0.0,0.0,False
Pelequen 015 II,AltoJahuel500,Profile_ElPicurio,11.6905375,0.0,0.0,0.0,False
Pe�ablanca 13.2 I,Quillota500,Profile_PV_Quillota500,9.936956876,0.0,0.0,0.0,False
Picoltue 023 I,Concepcion500,Profile_ElPitio,7.793691667,0.0,0.0,0.0,False
Picoltue 023 II,Concepcion500,Profile_ElPitio,16.56159479,0.0,0.0,0.0,False
Piduco 015 I,Ancoa500,Profile_PV_Ancoa500,19.58165031,0.0,0.0,0.0,False
Pirque 13.2 I,AltoJahuel500,Profile_PV_AltoJahuel500,8.378218542,0.0,0.0,0.0,False
Pitrufquen 023 I,Concepcion500,Profile_ElPitio,2.922634375,0.0,0.0,0.0,False
Placeres 110 I,Quillota500,Profile_ElDivisadero,0.194842292,0.0,0.0,0.0,False
Placilla SIC2 012 I,Quillota500,Profile_ElDivisadero,8.767903126,0.0,0.0,0.0,False
Plantas 13.8 I,AltoJahuel500,Profile_PV_AltoJahuel500,2.922634375,0.0,0.0,0.0,False
Plantas 13.8 II,AltoJahuel500,Profile_PV_AltoJahuel500,11.6905375,0.0,0.0,0.0,False
Polpaico Chilectra 023 I,Polpaico500,Profile_PV_Polpaico500,14.32090844,0.0,0.0,0.0,False
Portezuelo 023 I,Polpaico500,Profile_PV_Polpaico500,20.26359833,0.0,0.0,0.0,False
Pozo Almonte 023 I,NuevaPozoAlmonte220,Profile_LOSPUQUIOS,5.84526875,0.0,0.0,0.0,False
Pozo Almonte 023 II,NuevaPozoAlmonte220,Profile_LOSPUQUIOS,14.61317188,0.0,0.0,0.0,False
Pozo Almonte 023 III,NuevaPozoAlmonte220,Profile_LOSPUQUIOS,23.381075,0.0,0.0,0.0,False
Pozo Almonte 110 I,NuevaPozoAlmonte220,Profile_LOSPUQUIOS,16.07448906,0.0,0.0,0.0,False
Pueblo Seco 023 I,Concepcion500,Profile_ElPitio,17.53580625,0.0,0.0,0.0,False
Puente Alto CMPC B 044 I,Polpaico500,Profile_Cintac,8.767903126,0.0,0.0,0.0,False
Pukara 13.8 I,Lagunas220,Profile_SOLARELaGUILAI,8.767903126,0.0,0.0,0.0,False
Pukara 13.8 II,Lagunas220,Profile_SOLARELaGUILAI,17.53580625,0.0,0.0,0.0,False
Punitaqui 13.2 I,Quillota500,Profile_ElDivisadero,20.45844063,0.0,0.0,0.0,False
Punta de Peuco 110 I,Polpaico500,Profile_PV_Polpaico500,11.6905375,0.0,0.0,0.0,False
QUILAPILUN_FV,Polpaico500,Profile_Cintac,103.2,0.0,0.0,0.0,False
QUILLAGUA_II_FV,Lagunas220,Profile_Granja_Solar,105.0,0.0,0.0,0.0,False
Quelentaro 110 I,Polpaico500,Profile_Cintac,5.553005313,0.0,0.0,0.0,False
Quereo 023 I,Quillota500,Profile_PV_Quillota500,28.25213229,0.0,0.0,0.0,False
Quiani 13.8 I,Lagunas220,Profile_SOLARELaGUILAI,28.93408031,0.0,0.0,0.0,False
Quilapilun 220 I,Polpaico500,Profile_Cintac,6.916901355,0.0,0.0,0.0,False
Quillota 110 I,Quillota500,Profile_ElDivisadero,8.767903126,0.0,0.0,0.0,False
Quilmo 033 I,Concepcion500,Profile_ElPitio,8.767903126,0.0,0.0,0.0,False
Quilpue 012 I,Quillota500,Profile_PV_Quillota500,5.84526875,0.0,0.0,0.0,False
Quinquimo 023 I,Quillota500,Profile_PV_Quillota500,26.10886709,0.0,0.0,0.0,False
Quinta de Tilcoco 015 I,AltoJahuel500,Profile_ElPicurio,7.793691667,0.0,0.0,0.0,False
Quintero 012 I,Quillota500,Profile_ElDivisadero,11.6905375,0.0,0.0,0.0,False
Quintero 012 II,Quillota500,Profile_ElDivisadero,14.41832958,0.0,0.0,0.0,False
Quirihue 13.2 I,Concepcion500,Profile_ElPitio,8.280797396,0.0,0.0,0.0,False
RIO_ESCONDIDO_FV,NuevaCardones500,Profile_Escondido,145.0,0.0,0.0,0.0,False
Ranguili 13.2 I,Ancoa500,Profile_PV_Ancoa500,7.404007084,0.0,0.0,0.0,False
Ranguili 13.2 II,Ancoa500,Profile_PV_Ancoa500,10.22922031,0.0,0.0,0.0,False
Rauqu�n 13.2 I,AltoJahuel500,Profile_PV_AltoJahuel500,37.99424688,0.0,0.0,0.0,False
Recinto 023 I,Concepcion500,Profile_ElPitio,2.922634375,0.0,0.0,0.0,False
Rengo 015 I,AltoJahuel500,Profile_PV_AltoJahuel500,32.92834729,0.0,0.0,0.0,False
Rengo 066 I,AltoJahuel500,Profile_ElPicurio,7.793691667,0.0,0.0,0.0,False
Re�aca 012 I,Quillota500,Profile_PV_Quillota500,2.630370938,0.0,0.0,0.0,False
Rosario 015 I,AltoJahuel500,Profile_ElPicurio,22.3094424,0.0,0.0,0.0,False
Rucue 220 I,Concepcion500,Profile_ElPitio,2.630370938,0.0,0.0,0.0,False
Rungue 023 I,Quillota500,Profile_ElDivisadero,14.12606615,0.0,0.0,0.0,False
SALVADOR_FV,Cumbre500,Profile_PVSalvador,68.0,0.0,0.0,0.0,False
SANTA_ISABEL_ETAPA_I_FV,Kimal220,Profile_SantaIsabelEtapaI_FaseI,158.7,0.0,0.0,0.0,False
SANTIAGO_SOLAR_FV,Quillota500,Profile_SantiagoSolar,98.0,0.0,0.0,0.0,False
SAN_ANDRES_FV,NuevaCardones500,Profile_SolarSanAndres,50.6,0.0,0.0,0.0,False
SAN_PEDRO_NORTE_FV,Kimal220,Profile_FV_Kimal03,106.0,0.0,0.0,0.0,False
SOCOMPA_FV,NuevaZaldivar220,Profile_ANDESSOLAR,250.0,0.0,0.0,0.0,False
SOL DEL VALLE HERMOSO_FV,AltoJahuel500,Profile_PV_AltoJahuel500,8.767903126,0.0,0.0,0.0,False
SOL_DEL_DESIERTO_FASE_II_FV,Kimal220,Profile_PV_Kimal220,55.0,0.0,0.0,0.0,False
SOL_DEL_DESIERTO_FASE_I_FV,Kimal220,Profile_FV_Kimal03,175.0,0.0,0.0,0.0,False
SOL_DEL_LILA_FV,NuevaZaldivar220,Profile_PV_NuevaZaldivar220,152.0,0.0,0.0,0.0,False
SOL_DE_ATACAMA_FV,Cumbre500,Profile_FV_Kimal03,80.8,0.0,0.0,0.0,False
SOL_DE_LOS_ANDES_FV,Cumbre500,Profile_FV_Kimal03,89.4,0.0,0.0,0.0,False
SOL_DE_VALLENAR_FASE_II_FV,NuevaMaitencillo500,Profile_PFV_Sol_de_Vallenar,150.0,0.0,0.0,0.0,False
SOL_DE_VALLENAR_FV,NuevaMaitencillo500,Profile_PFV_Sol_de_Vallenar,100.0,0.0,0.0,0.0,False
SOL_DE_VARAS_FV,Cumbre500,Profile_PV_Cumbre500,100.8,0.0,0.0,0.0,False
Salamanca 023 I,Quillota500,Profile_PV_Quillota500,23.26416963,0.0,0.0,0.0,False
Salamanca 023 II,Quillota500,Profile_PV_Quillota500,26.08938286,0.0,0.0,0.0,False
San Antonio 012 I,NuevaPandeAzucar500,Profile_SDGx01,17.53580625,0.0,0.0,0.0,False
San Antonio 023 I,AltoJahuel500,Profile_ElPicurio,2.922634375,0.0,0.0,0.0,False
San Antonio 023 II,AltoJahuel500,Profile_ElPicurio,11.6905375,0.0,0.0,0.0,False
San Antonio 023 III,AltoJahuel500,Profile_ElPicurio,20.45844063,0.0,0.0,0.0,False
San Bernardo 012 I,AltoJahuel500,Profile_ElPicurio,9.742114584,0.0,0.0,0.0,False
San Bernardo 012 II,AltoJahuel500,Profile_ElPicurio,18.51001771,0.0,0.0,0.0,False
San Clemente Transnet 13.2 I,Ancoa500,Profile_Cordillerilla,24.84239219,0.0,0.0,0.0,False
San Felipe 012 I,Quillota500,Profile_PV_Quillota500,43.39235257,0.0,0.0,0.0,False
San Fernando 015 I,AltoJahuel500,Profile_ElPicurio,2.922634375,0.0,0.0,0.0,False
San Francisco de Mostazal 015 I,AltoJahuel500,Profile_PV_AltoJahuel500,26.10886709,0.0,0.0,0.0,False
San Gregorio 13.8 I,Ancoa500,Profile_Cordillerilla,11.6905375,0.0,0.0,0.0,False
San Javier 023 I,Ancoa500,Profile_Cordillerilla,4.871057292,0.0,0.0,0.0,False
San Javier 023 II,Ancoa500,Profile_Cordillerilla,13.63896042,0.0,0.0,0.0,False
San Jeronimo 012 I,Quillota500,Profile_ElDivisadero,5.84526875,0.0,0.0,0.0,False
San Joaquin CGET 13.2 I,NuevaPandeAzucar500,Profile_SDGx01,2.922634375,0.0,0.0,0.0,False
San Miguel 015 I,Ancoa500,Profile_Cordillerilla,4.871057292,0.0,0.0,0.0,False
San Pedro 012 I,Quillota500,Profile_ElDivisadero,29.12892261,0.0,0.0,0.0,False
San Pedro 012 II,Quillota500,Profile_ElDivisadero,31.85671469,0.0,0.0,0.0,False
San Rafael 012 I,Polpaico500,Profile_PV_Polpaico500,25.91402479,0.0,0.0,0.0,False
San Rafael 012 II,Polpaico500,Profile_PV_Polpaico500,34.68192792,0.0,0.0,0.0,False
San Rafael 023 I,Quillota500,Profile_PV_Quillota500,14.61317188,0.0,0.0,0.0,False
San Vicente 066 I,Concepcion500,Profile_ElPitio,5.455584167,0.0,0.0,0.0,False
San Vicente TT 015 I,AltoJahuel500,Profile_PV_AltoJahuel500,44.13177907,0.0,0.0,0.0,False
San Vicente TT 015 II,AltoJahuel500,Profile_PV_AltoJahuel500,52.89968219,0.0,0.0,0.0,False
Santa Elisa 023 I,Concepcion500,Profile_ElPitio,2.727792084,0.0,0.0,0.0,False
Santa Elisa 023 II,Concepcion500,Profile_ElPitio,5.650426459,0.0,0.0,0.0,False
Santa Elvira 015 I,AltoJahuel500,Profile_PV_AltoJahuel500,34.58450677,0.0,0.0,0.0,False
Santa Elvira 015 II,Ancoa500,Profile_PV_Ancoa500,43.3524099,0.0,0.0,0.0,False
Santa Marta 023 I,Polpaico500,Profile_PV_Polpaico500,20.26359833,0.0,0.0,0.0,False
Santa Marta 023 II,Polpaico500,Profile_PV_Polpaico500,29.03150146,0.0,0.0,0.0,False
Santa Rosa 023 I,Polpaico500,Profile_PV_Polpaico500,29.03150146,0.0,0.0,0.0,False
Santa Rosa 023 II,Polpaico500,Profile_PV_Polpaico500,31.95413584,0.0,0.0,0.0,False
TAGUA_TAGUA_FV,Polpaico500,Profile_PV_Polpaico500,176.0,0.0,0.0,0.0,False
TAMANGO_FV,Ancoa500,Profile_Cordillerilla,40.0,0.0,0.0,0.0,False
TAMARICO_FV,NuevaMaitencillo500,Profile_PFV_Sol_de_Vallenar,144.7,0.0,0.0,0.0,False
TAMAYA_SOLAR_FV,Kimal220,Profile_PV_Kimal220,114.0,0.0,0.0,0.0,False
TIRANA_OESTE_FV,NuevaPozoAlmonte220,Profile_FV_PozoAlmonte01,120.4,0.0,0.0,0.0,False
TOCOPILLA_FV,Kimal220,Profile_MARIAELENAFV,200.3,0.0,0.0,0.0,False
Talca 1 015 I,Ancoa500,Profile_Cordillerilla,17.53580625,0.0,0.0,0.0,False
Talca 1 13.8 I,Ancoa500,Profile_Cordillerilla,2.922634375,0.0,0.0,0.0,False
Talca 1 13.8 II,Ancoa500,Profile_Cordillerilla,11.6905375,0.0,0.0,0.0,False
Talca 2 015 I,Ancoa500,Profile_Cordillerilla,17.53580625,0.0,0.0,0.0,False
Tamarugal 023 I,NuevaPozoAlmonte220,Profile_LOSPUQUIOS,14.71059302,0.0,0.0,0.0,False
Tap Longavi 13.2 I,NuevaPandeAzucar500,Profile_SDGx01,29.22634375,0.0,0.0,0.0,False
Tap Quinta 13.8 I,Quillota500,Profile_PV_Quillota500,10.03437802,0.0,0.0,0.0,False
Tap Retiro 13.2 I,Ancoa500,Profile_Cordillerilla,5.84526875,0.0,0.0,0.0,False
Tap San Carlos 13.2 I,Concepcion500,Profile_PV_Concepcion500,28.44697459,0.0,0.0,0.0,False
Tap San Carlos 13.2 II,Concepcion500,Profile_PV_Concepcion500,37.21487771,0.0,0.0,0.0,False
Tap San Rafael CGE 13.2 I,AltoJahuel500,Profile_ElPicurio,11.6905375,0.0,0.0,0.0,False
Tap San Rafael CGE 13.2 II,AltoJahuel500,Profile_ElPicurio,14.61317188,0.0,0.0,0.0,False
Teno 13.2 I,AltoJahuel500,Profile_PV_AltoJahuel500,38.96845834,0.0,0.0,0.0,False
Teno 13.2 II,AltoJahuel500,Profile_PV_AltoJahuel500,41.89109271,0.0,0.0,0.0,False
Teno 13.2 III,AltoJahuel500,Profile_PV_AltoJahuel500,56.50426459,0.0,0.0,0.0,False
Travesia 110 I,NuevaCardones500,Profile_PampaSolarNorte,14.61317188,0.0,0.0,0.0,False
Tres Esquinas 13.8 I,Concepcion500,Profile_ElPitio,17.14612167,0.0,0.0,0.0,False
Tuniche 015 I,AltoJahuel500,Profile_PV_AltoJahuel500,39.84524865,0.0,0.0,0.0,False
URIBE_SOLAR_FV,Kimal220,Profile_URIBESOLAR,52.8,0.0,0.0,0.0,False
USYA_FV,NuevaZaldivar220,Profile_FV_Kimal03,52.4,0.0,0.0,0.0,False
Uribe 023 I,Kimal220,Profile_CERRODOMINADOR,17.53580625,0.0,0.0,0.0,False
VALLELAND_FV,NuevaMaitencillo500,Profile_PFV_Sol_de_Vallenar,67.0,0.0,0.0,0.0,False
VALLE_DEL_SOL_FV,Kimal220,Profile_PV_Kimal220,149.9,0.0,0.0,0.0,False
VALLE_ESCONDIDO_FV,NuevaCardones500,Profile_Escondido,105.0,0.0,0.0,0.0,False
VICTOR_JARA,NuevaPozoAlmonte220,Profile_FV_PozoAlmonte01,200.0,0.0,0.0,0.0,False
Vallenar 13.8 I,NuevaMaitencillo500,Profile_ElPelicano,26.30370938,0.0,0.0,0.0,False
Victoria 13.2 I,Mulchen500,Profile_PV_Mulchen500,5.455584167,0.0,0.0,0.0,False
Vicu�a 023 I,NuevaPandeAzucar500,Profile_PV_NuevaPandeAzucar500,40.18270467,0.0,0.0,0.0,False
Villa Alegre 13.2 I,Ancoa500,Profile_Cordillerilla,8.767903126,0.0,0.0,0.0,False
Villa Prat 13.2 I,Ancoa500,Profile_PV_Ancoa500,5.319194563,0.0,0.0,0.0,False
WILLKA_FV,Parinacota220,Profile_PV_Parinacota220,98.0,0.0,0.0,0.0,False
Yerbas Buenas 13.2 I,Ancoa500,Profile_PV_Ancoa500,31.56445125,0.0,0.0,0.0,False
ZALDIVAR_FV,Kimal220,Profile_URIBESOLAR,250.0,0.0,0.0,0.0,False
